date,total_house_usage,Temperature,Humidity,Visibility,Pressure,Wind speed,Wind bearing,Percipitation intensity,Cloud cover,Summary,Month,Day,Weekday,is_weekend,Quarter,Season,is_holiday,total_house_usage_log
2016-01-18,1490.849040295,18.06105555555556,0.4945277777777778,9.259291666666668,1009.5645,16.695888888888888,289.3208333333333,0.0,0.1330416666666666,Clear,1,18,Monday,0,1,Winter,1,7.307771596217779
2016-01-19,1589.580204385,22.187708333333333,0.529125,9.868375,1017.1771527777778,13.793222222222225,304.02777777777777,0.0,0.0586944444444444,Clear,1,19,Tuesday,0,1,Winter,0,7.371854137069632
2016-01-20,1161.171926767,24.203013888888886,0.5366111111111111,10.0,1018.3489166666666,8.19061111111111,302.3625,0.0,0.0872638888888888,Clear,1,20,Wednesday,0,1,Winter,0,7.058045884098015
2016-01-21,1187.183192952,21.398722222222226,0.4897916666666666,10.0,1022.815875,8.930777777777777,250.38194444444449,0.0,0.0154444444444444,Clear,1,21,Thursday,0,1,Winter,0,7.080180690856106
2016-01-22,1146.347759964,23.366416666666662,0.5343333333333333,9.326291666666666,1016.7804027777778,10.648708333333332,24.968055555555555,0.0001298611111111,0.1094166666666666,Clear,1,22,Friday,0,1,Winter,0,7.04520826207778
2016-01-23,1439.667608491,23.756486111111112,0.4785833333333333,9.351791666666667,1011.3816666666668,9.94138888888889,209.40694444444443,0.00043,0.0668472222222222,Clear,1,23,Saturday,1,1,Winter,0,7.272861902140526
2016-01-24,1129.986829204,27.414833333333338,0.5498194444444444,9.993152777777777,1021.9895277777778,4.445694444444444,244.52083333333337,0.0,0.0999444444444444,Clear,1,24,Sunday,1,1,Winter,0,7.0308458307821775
2016-01-25,1190.565960423,34.08577777777778,0.6924027777777778,9.785319444444443,1017.6386944444444,7.256305555555556,188.0222222222222,4.027777777777778e-05,0.0701805555555555,Clear,1,25,Monday,0,1,Winter,0,7.08302365415299
2016-01-26,1062.799947148,38.409013888888886,0.5686944444444444,10.0,1014.4768194444446,9.395777777777775,280.2375,0.0,0.198375,Clear,1,26,Tuesday,0,1,Winter,0,6.969602632625945
2016-01-27,930.933130655,28.935666666666663,0.6556111111111111,9.993152777777777,1014.0264166666668,5.987388888888889,203.97222222222223,0.0,0.0612916666666666,Clear,1,27,Wednesday,0,1,Winter,0,6.837261063887316
2016-01-28,1049.022244257,31.729819444444445,0.7128611111111111,9.150944444444445,1000.2717083333332,5.899152777777778,262.8652777777778,0.0001248611111111,0.2526805555555556,Clear,1,28,Thursday,0,1,Winter,0,6.956566627933837
2016-01-29,1121.633926667,30.711097222222225,0.598111111111111,10.0,1013.729763888889,8.343152777777778,243.15277777777777,0.0,0.0861805555555555,Clear,1,29,Friday,0,1,Winter,0,7.023432923561326
2016-01-30,1015.83910984,40.73733333333333,0.5409027777777777,9.994111111111112,1011.2838472222222,6.737444444444445,183.15972222222223,0.0,0.0672638888888888,Clear,1,30,Saturday,1,1,Winter,0,6.924454182786206
2016-01-31,1076.144393681,43.48008333333333,0.6300416666666666,9.895930555555555,1009.8908888888888,8.351208333333334,266.4916666666667,0.0,0.0693888888888888,Clear,1,31,Sunday,1,1,Winter,0,6.982068738439968
